trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
6/21/20 12:33,3.00E+13,"fraud_Hahn, Bahringer and McLaughlin",personal_care,20.4,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.472,-81.812,224256,Paramedic,8/29/85,07dba59572da1a0db2cc95a80b002af7,26.675,-82.009,0
6/21/20 12:34,3.50E+15,fraud_Ziemann-Waters,health_fitness,181.87,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.535,-95.453,4993,"Scientist, biomedical",11/30/48,a6dd646fb7f598d3545ade098183cbbd,31.152,-95.272,0
6/21/20 12:34,4.71E+18,"fraud_Wuckert, Wintheiser and Friesen",home,30.72,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.833,-108.396,192,Further education lecturer,1/4/64,18aeb4f97adbab1170c6c1b60b82c228,48.457,-107.518,0
6/21/20 12:35,4.65E+15,fraud_Bauch-Blanda,entertainment,129.58,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.058,-86.194,6841,"Therapist, sports",6/6/99,8ec457ccddf3114213845f9d8ea1759c,36.192,-85.870,0
6/21/20 12:35,4.96E+18,fraud_Bednar PLC,kids_pets,5.13,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.675,-74.224,124967,Operational researcher,12/21/80,049d3ba5ef543bdabfa44b6443f3d20e,41.132,-75.188,0
6/21/20 12:36,3.59E+15,fraud_Kihn Inc,shopping_pos,189.99,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.509,-92.483,4074,"Scientist, audiological",12/20/75,bb3889edf0a90703cc3e281322e9aef1,34.443,-92.264,0
6/21/20 12:37,4.76E+12,fraud_Fisher Inc,shopping_net,5.37,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.964,-96.601,20328,Site engineer,6/20/85,b75478a228cd12239ac8ec796664c665,32.072,-96.748,0
6/21/20 12:37,3.54E+15,fraud_Leffler-Goldner,personal_care,6.04,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,56029,43.509,-93.482,744,Communications engineer,1/28/68,73cca6d94d97e2bb1a0c69d5decea9eb,44.388,-93.400,0
6/21/20 12:38,3.02E+13,"fraud_Schneider, Hayes and Nikolaus",food_dining,15.49,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.945,-88.091,5196,Child psychotherapist,1/22/78,17e947f7909a4423a22a41e9fe912281,43.523,-88.132,0
6/21/20 12:38,1.80E+14,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,4.94,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.790,-82.724,341043,"Engineer, land",2/28/89,7402f469a73cf016d793d3111306017b,28.670,-82.457,0
6/21/20 12:38,4.15E+15,fraud_Gottlieb-Hansen,personal_care,74.52,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.101,-80.065,632,Dealer,4/8/89,069013b8389f4433e2e47ce227ccacf1,40.067,-80.214,0
6/21/20 12:39,3.58E+15,"fraud_Douglas, Schneider and Turner",shopping_pos,4.4,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.984,551,Amenity horticulturist,9/27/70,67d795902f1bdaf4d042abfaa2e37496,34.858,-98.136,0
6/21/20 12:39,3.58E+15,"fraud_Gutmann, McLaughlin and Wiza",home,71.68,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.790,-93.870,2368,Electronics engineer,7/17/89,8caf8fcd904f367427bb0f699b8f7453,39.485,-92.983,0
6/21/20 12:39,3.55E+15,fraud_Champlin and Sons,home,33.97,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.340,-122.346,85,"Research officer, political party",9/1/84,c8eebe4d993fde9d6a7cfbec8494bb59,49.031,-122.866,0
6/21/20 12:39,3.75E+14,fraud_Weber and Sons,food_dining,20.87,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.856,-80.158,571,Accounting technician,9/16/67,5a5a8db2cf7f2d86fa35114a841092b5,38.417,-79.245,0
6/21/20 12:39,4.43E+12,fraud_Bednar PLC,kids_pets,19.41,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.331,-105.693,8874,Licensed conveyancer,8/16/00,65aef2c6b0d2975569f05afdd8d23377,33.776,-106.037,0
6/21/20 12:39,3.72E+14,fraud_Bartoletti and Sons,personal_care,21.57,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.958,-75.484,1970,"Programmer, multimedia",6/9/49,3c01079627483229758e02ea10811e72,42.542,-75.058,0
6/21/20 12:39,6.01E+15,fraud_Powlowski-Weimann,food_dining,19.06,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.463,-86.790,493806,Musician,7/12/80,e77fc08b8dcf79c20e724fea72946660,33.937,-86.762,0
6/21/20 12:39,6.76E+11,"fraud_Lakin, Ferry and Beatty",food_dining,60.07,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.896,-85.408,2223,Chief Financial Officer,1/18/86,42d03a3e38f7c5aa63cb51a56266e771,45.878,-85.362,0
6/21/20 12:40,4.17E+15,fraud_Brown-Greenholt,entertainment,15.8,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.981,3279,Health promotion specialist,10/5/78,a0d3f84d700dfb8165a63087f824d381,41.187,-74.811,0
6/21/20 12:40,6.01E+15,"fraud_Terry, Johns and Bins",misc_pos,2.01,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.267,-72.082,4680,Field seismologist,4/3/86,8a358086076dd14ded0409aa035d2e6f,42.128,-71.635,0
6/21/20 12:40,4.22E+18,fraud_Thiel-Thiel,entertainment,75.24,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.097,-84.643,177,Exhibition designer,5/30/74,eb52e370f7ed2183cf36ab2f6424c5df,39.417,-84.959,0
6/21/20 12:40,6.76E+11,fraud_Kuhn Group,food_dining,56.3,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.627,-96.746,142,Chiropodist,8/24/67,e127320e58b70c069149e3973d0eb45a,41.416,-95.774,0
6/21/20 12:41,6.30E+11,"fraud_Schaefer, Fay and Hilll",entertainment,5.95,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.991,365,Special effects artist,3/14/70,5fd8939565a1580d370082d81bbcb1f4,38.666,-80.435,0
6/21/20 12:42,4.71E+15,"fraud_Roberts, Ryan and Smith",personal_care,19.73,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.818,-91.338,376,"Designer, ceramics/pottery",9/8/38,ca1bd51b5324c47c68bed7bbfdd80753,34.871,-91.497,0
6/21/20 12:42,3.02E+13,fraud_Stiedemann Ltd,food_dining,128.33,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.945,-88.091,5196,Child psychotherapist,1/22/78,7f736b6cf6e36cdada7694aeca3daa24,43.051,-87.800,0
6/21/20 12:42,3.77E+14,fraud_Pacocha-Weissnat,kids_pets,136.16,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.372,-77.823,1925,Systems developer,2/14/66,0da884d5079ef2919db75faeb328a191,39.545,-76.944,0
6/21/20 12:43,4.29E+15,fraud_Homenick LLC,personal_care,16.8,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.690,2206,Biomedical scientist,12/31/86,1023690403cb70fdd8df519f40fc9d54,33.648,-80.754,0
6/21/20 12:43,1.80E+14,fraud_Cartwright PLC,kids_pets,113.89,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.370,-84.249,2523,Geophysicist/field seismologist,3/21/88,c51cdf622b069ea4e183428de3e94dce,42.226,-83.540,0
6/21/20 12:43,6.01E+15,fraud_Pouros-Haag,shopping_pos,37.14,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.285,-91.334,5161,Electrical engineer,4/8/93,80c507e5c3aba4a8602e46b842f128af,35.027,-90.444,0
6/21/20 12:43,5.50E+15,fraud_Kihn-Fritsch,food_dining,16.06,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.146,-81.511,47772,Equities trader,1/4/66,04207da612fce9f0093acb23a68c11e7,40.313,-81.654,0
6/21/20 12:44,6.01E+15,fraud_Lynch Ltd,shopping_pos,1.01,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.969,-78.562,1970,Energy engineer,9/2/85,b1376da15c587d540fe1fce58e3f7592,37.902,-79.524,0
6/21/20 12:44,3.75E+14,fraud_Klein Group,entertainment,6.98,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.220,-83.358,31515,Police officer,11/5/71,ace32c67fb8d3d030fdddad4649c9dae,42.964,-83.670,0
6/21/20 12:45,4.50E+12,fraud_Quitzon-Goyette,home,31.88,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.283,-75.847,470,Music tutor,4/7/65,b0dc912812fad96b08bef19985b47c97,38.216,-75.272,0
6/21/20 12:45,6.59E+15,fraud_Greenholt Ltd,health_fitness,242.35,Amanda,Molina,F,8425 Daniel Knolls Suite 288,Philadelphia,PA,19154,40.090,-74.978,1526206,Commercial horticulturist,5/23/72,39db7261e2dd32311c1e5ff2a52bac79,39.152,-75.035,0
